"Control_Participant1"	"Control_Participant10"	"Control_Participant11"	"Control_Participant12"	"Control_Participant13"	"Control_Participant14"	"Control_Participant15"	"Control_Participant16"	"Control_Participant17"	"Control_Participant18"	"Control_Participant19"	"Control_Participant2"	"Control_Participant20"	"Control_Participant21"	"Control_Participant3"	"Control_Participant4"	"Control_Participant5"	"Control_Participant6"	"Control_Participant7"	"Control_Participant8"	"Control_Participant9"	"COVID19_Participant10"	"COVID19_Participant11"	"COVID19_Participant12"	"COVID19_Participant13"	"COVID19_Participant14"	"COVID19_Participant15"	"COVID19_Participant17"	"COVID19_Participant18"	"COVID19_Participant19"	"COVID19_Participant2"	"COVID19_Participant20"	"COVID19_Participant21"	"COVID19_Participant22"	"COVID19_Participant23"	"COVID19_Participant25"	"COVID19_Participant26"	"COVID19_Participant27"	"COVID19_Participant28"	"COVID19_Participant29"	"COVID19_Participant3"	"COVID19_Participant30"	"COVID19_Participant31"	"COVID19_Participant32"	"COVID19_Participant33"	"COVID19_Participant34"	"COVID19_Participant35"	"COVID19_Participant36"	"COVID19_Participant37"	"COVID19_Participant38"	"COVID19_Participant39"	"COVID19_Participant4"	"COVID19_Participant40"	"COVID19_Participant5"	"COVID19_Participant6"	"COVID19_Participant7"	"COVID19_Participant8"	"COVID19_Participant9"
"COVID19_Participant37"	6269.2845288876	7489.82197868074	11146.0291308669	6893.28876970506	6767.13845016976	7361.87740171143	6978.45381162495	56580.4811585441	16057.4368663174	8289.64642926148	6666.87039976748	6787.72297136948	6643.61084116268	6869.56635964788	21437.7985527946	6951.3635472062	9857.51350777626	6788.83993045689	8271.72375964048	6875.59874192492	7370.56012479058	6736.71998228198	8348.99101844641	6970.70852345059	9397.57000870469	8213.59091702113	16117.5365831837	10882.1391630058	6726.39136167588	34927.939061187	7645.34935206465	14083.0293497799	6771.56758415611	8255.21516939172	6972.99002682481	10015.3978511947	9455.79080867073	6741.87043560592	29674.4352013847	8991.27626028224	6767.78669686728	6805.41734080951	6478.35541472347	12612.2239098775	6583.04422231595	16044.6863640435	6520.65925503163	6985.6780973702	0	6607.57929100737	5364.14013312549	21778.0421394073	5483.68583934956	6837.55697192407	6756.84382261341	7153.61109533433	7188.27410049085	7012.14815889926
"COVID19_Participant38"	2213.19315068933	5077.70486599104	7686.34442297083	1148.76199284157	1183.89746899615	2340.04679894133	1921.96224284222	56283.3224877538	14626.1854546285	3813.89439071655	918.860744079444	884.230090239397	2726.74878768974	2085.58943970106	19546.5582075093	3031.88916341628	6760.11362251305	991.692370044839	4150.57060536357	1210.71810672764	2469.07269754119	894.807679931638	4317.58795697614	1274.48728506803	8388.51632794568	3709.7134264693	13905.5479465655	7748.35490445816	900.795351814979	35410.5330028025	3408.04247822114	11375.3176529416	1042.96766327201	4229.06995883973	2197.67404091219	7105.19390269703	6349.54375329133	1677.439118443	27820.585370476	5183.79441138002	1204.3321858335	1525.47425098595	3416.48174064481	9544.03152728504	1347.78053380783	15070.0687913975	880.698693870356	2602.62886110201	6607.57929100737	0	2919.3895148594	19177.471974476	2699.94308187354	1583.35457791382	1192.68261818581	2805.62642679692	5283.54175883541	1436.15469667679
"COVID19_Participant39"	3344.53092242366	5152.53904482228	8994.74816743077	3283.06766873148	3262.86595435223	3999.26713994581	3355.28146330601	57178.2514383685	13943.9951026724	5522.20092243555	2932.33370702662	3003.91493315874	4275.6278167963	3973.70511900538	19190.5954005119	4582.62222839089	6565.38703219641	2929.36787069217	4687.13509680044	3183.9415645434	3794.90876337915	2994.12336372272	4685.02969570738	3178.83658642198	8390.38308072063	4805.81004731699	14182.0394491329	8786.766869737	3041.50601140454	35415.2508762177	4068.4971196547	12373.6774520006	3116.45755759648	4605.45117436691	3536.671212902	6772.06215334402	7425.30916211175	3294.58873305603	28595.3524991018	5935.22986048029	3146.1222600147	3509.67004820677	4266.86146503479	9607.40147194041	2799.07843562078	15171.1001316866	2725.19806530394	4191.88711814128	5364.14013312549	2919.3895148594	0	19330.4435999857	3266.45097497059	2987.95470235498	2827.42469145561	3581.64556119975	5447.38164077474	3480.27670548934
"COVID19_Participant4"	19122.879756617	19667.4126551973	21838.4461395712	19341.8041734191	19336.6692773094	19201.8503425437	18910.1502546089	64506.1261192428	16040.9722810026	18594.993243657	19070.8185033702	19086.2672726597	20297.9454408549	19388.2646227997	19145.2576538315	19858.9950924635	16686.6330033988	18957.2781546926	18434.4942184211	19096.7777407393	18724.9846299706	19139.7571420261	18755.1873495761	19214.2952173935	24189.7926640612	19533.0300078605	24597.8249613737	22959.2951788023	19221.9333645386	47454.6827708784	19012.4283049365	24753.6645537229	19377.8518281361	18802.6616375008	19787.4099767674	18194.2791751988	19330.2868234028	19683.3628329521	35699.8188440696	19670.8073133573	19097.3295059712	19503.9833183138	20782.3607099351	18791.8758718979	19142.5274495939	23390.7393194119	19101.4572585923	20024.8461777207	21778.0421394073	19177.471974476	19330.4435999857	0	20036.5296688638	18987.0842381702	18990.4869023899	18285.4669447326	21049.1142953717	19360.2155109547
"COVID19_Participant40"	2818.40353420323	5534.83259182603	8449.55245068159	3086.01652155975	2978.10320458144	3788.79005955481	3391.35455653229	56221.830247274	14987.8937030617	4699.45043772283	2899.16176133812	3017.55271065685	3412.2740586404	3379.25937513466	20164.9386351939	3811.8303818874	7454.60368868396	3047.19088571168	5190.55194552119	3041.27709136948	3943.52039597966	2978.84720523731	5501.73056882929	3243.38429566599	8016.67948186822	5021.06248863653	14470.2284633801	8480.94246938058	2962.32431521796	35271.1996532514	4868.0986259495	12027.7348210402	2994.84274728375	5425.97120623811	3743.28384127832	8085.77890154374	7463.51709593127	3291.38544477762	28464.3267194431	6256.05694506268	3103.92062048752	3140.10169771957	3586.68781927484	10442.2051812403	2971.48608984123	14699.3387469974	2824.62709607483	3437.67752848998	5483.68583934956	2699.94308187354	3266.45097497059	20036.5296688638	0	3278.77560236877	3164.27931832075	3716.01721958535	4907.66267546144	3312.1211512096
"COVID19_Participant5"	2702.55266106838	5230.25761040339	8109.36955509978	1322.72215197201	1452.22034855239	2245.5314949706	1679.74943751468	56430.7979529182	14501.5324315142	4234.9616745444	1192.10224768638	1203.7916136807	3040.18087718269	2749.99388524947	19257.1352153137	3201.35348352885	6494.62517567087	1159.18005713219	4057.77700240105	1754.22277759105	1894.5924423967	1203.95322367716	4173.78970886745	1356.96555584535	8732.56095685177	3674.15377962052	14014.3752144424	8064.90190987884	1277.18195654199	35692.9225693717	3124.76562214836	11690.6934915964	1323.69149183714	4202.52885483673	2151.41541275925	6484.8476353546	6174.50448232187	1877.57836798495	27783.8111254782	5189.5458425998	1325.96432786805	1751.237696172	3977.89399978814	9200.28861025544	1133.57378354224	15120.2437188624	1316.20905110494	2744.7260323258	6837.55697192407	1583.35457791382	2987.95470235498	18987.0842381702	3278.77560236877	0	1352.01507121467	2972.26561640795	5295.70664693774	1481.77329102258
"COVID19_Participant6"	2544.59140722881	5399.49462916639	8095.17127262972	1294.11470993984	1181.53745406304	2346.97532221818	2029.91586013047	56305.8804212062	14465.2181246245	4004.07595176354	965.66586300209	862.518928095894	2872.85832440028	2433.078177156	19327.0146043628	3071.45173115528	6503.46071067311	831.467646461428	3908.03023313314	1343.29719990609	2325.43018695519	861.206272140559	4059.84474459731	1156.68314917938	8723.64685353794	3565.93466193777	13872.6960175899	7894.98073440584	893.397052061613	35628.4358682488	3138.44937245216	11556.3853477847	1094.94935710304	4028.17510699998	1943.40876976272	6535.53390444584	6187.89221725931	1725.05881639379	27768.5005877759	4987.02959921312	1062.61279534436	1536.16720420628	4057.90350484277	9433.43104546395	1353.93786191263	14919.9835339974	962.614751762971	2752.32592606596	6756.84382261341	1192.68261818581	2827.42469145561	18990.4869023899	3164.27931832075	1352.01507121467	0	2914.07674363529	5378.1581338518	1537.27829815588
"COVID19_Participant7"	3215.06910933831	5374.88572104133	8320.15568221854	3132.90179841346	3281.41232935782	3729.46347300333	2986.05398100597	57523.8918947032	13321.7401708502	4934.79470172948	2872.24728052987	2894.60326685487	4440.09773028327	3753.58615135923	18490.4910253518	4548.19189604198	5680.71349770889	2839.83387273416	4065.83246304372	2950.16779554762	3484.15358977305	2984.63126497414	4268.8566681895	3081.89175934146	8808.15685657497	4563.44283895147	14225.2296014822	8902.00000323392	3061.02494755158	36195.6739843054	4337.70574440323	12063.3416165859	3155.50923485373	4401.36775732082	3959.05603955832	7105.87168594291	7278.34425924779	3597.69823425102	28798.8618084323	6096.94715786388	3067.17418286663	3520.35823999811	4516.15600392954	8728.945713102	2894.93784117183	15292.7035580783	2885.13587352135	4209.7687477467	7153.61109533433	2805.62642679692	3581.64556119975	18285.4669447326	3716.01721958535	2972.26561640795	2914.07674363529	0	5861.72038872001	3406.22500971764
"COVID19_Participant8"	5364.01645002869	7468.92523688731	9199.04513582023	5337.86530144988	5376.42942998662	6105.27423289055	5791.40945511948	56770.3141306797	16523.2537910355	6452.0951353069	5395.3859899584	5430.22644775541	5441.27496001157	5545.26563934483	21935.5795119824	5754.77211480004	9392.11272039589	5487.47540338353	7492.25552520571	5600.35660424238	6108.35893259223	5380.95063194224	7297.0637172268	5392.21067821537	8940.2007356281	6838.02162931355	15238.1720260973	9076.01393796058	5364.2410385266	35833.8157920635	5994.3719064186	11749.6080075755	5268.8694118681	7544.99887456707	5283.99949758545	9441.04808801677	9024.88988771669	5224.05223733545	26882.6479443921	5556.43457900987	5514.52387739046	5477.57088130439	5522.39719376487	11237.9482287387	5411.8187814494	16125.5624762023	5362.35354629817	5449.20243618767	7188.27410049085	5283.54175883541	5447.38164077474	21049.1142953717	4907.66267546144	5295.70664693774	5378.1581338518	5861.72038872001	0	5318.71901119466
"COVID19_Participant9"	2671.61786925014	5360.72212603138	7925.83900636082	1173.53790160553	1230.80904377805	2182.63899123923	2239.41640764524	56053.3066282562	15146.1714046536	3935.33944977551	1265.25191992186	1225.17167457937	2631.95259728407	2351.4890534296	19777.5086482475	2822.05557742856	7168.0657229702	1304.34712056862	4487.51331340452	1754.0262657093	2388.29543077303	1150.45934966278	4554.61766339906	1335.99685163232	8685.84318718352	3673.52869442455	14028.6574130023	7664.91835065549	1129.71074724383	35505.0933027896	3162.71932536805	11280.9274818479	1091.07678887111	4577.32327473335	1873.06089736961	7146.24988204273	5852.58963823667	1562.41206214505	27168.6958401012	4932.18633678817	1286.567140518	1408.19179540371	3771.94396426891	9798.91906230031	1535.72283817045	15224.6994509953	1334.13331376029	2439.48842242056	7012.14815889926	1436.15469667679	3480.27670548934	19360.2155109547	3312.1211512096	1481.77329102258	1537.27829815588	3406.22500971764	5318.71901119466	0
