feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
PACRG	Bloody_Swab	Yes	1.2048651960034	0.552332628703666	0.0333672868938074	0.600278802894802	CPLM	1.386	58	21	64
HEATR5B	Bloody_Swab	Yes	0.908100905129748	0.413750706607098	0.0323407536830693	0.600278802894802	CPLM	1.088	58	28	52
CFAP36	Bloody_Swab	Yes	1.10161327731925	0.509769590297843	0.0349871075792141	0.600278802894802	CPLM	1.292	58	28	52
HPS3	Bloody_Swab	Yes	1.01631326162427	0.470155478270389	0.0349343780705549	0.600278802894802	CPLM	1.01	58	25	57
HLADQA1	Bloody_Swab	Yes	2.04171705817834	0.954193825422318	0.0367483470971774	0.607536676182057	CPLM	1.213	58	6	90
S100A4	Bloody_Swab	Yes	-2.35181549544649	1.10020591633478	0.0369277080443715	0.607536676182057	CPLM	1.604	58	40	31
MAP1A	Bloody_Swab	Yes	1.33167960533565	0.619689062534119	0.0359758281649443	0.607536676182057	CPLM	1.391	58	23	60
PDE4D	Bloody_Swab	Yes	1.02530253155524	0.478423829744743	0.0364655828812741	0.607536676182057	CPLM	1.01	58	20	66
WDR49	Bloody_Swab	Yes	1.15661694366407	0.538801608234797	0.0361673087838556	0.607536676182057	CPLM	1.328	58	26	55
JADE1	Bloody_Swab	Yes	1.28360076157388	0.599812122709282	0.0367251095189765	0.607536676182057	CPLM	1.134	58	22	62
RPL34	Bloody_Swab	Yes	0.729696201639849	0.343646597250462	0.0381532788679118	0.623429767623973	CPLM	1.372	58	50	14
AK9	Bloody_Swab	Yes	1.29514972006079	0.614158879024047	0.0394457006702297	0.638277651635314	CPLM	1.345	58	33	43
CLUAP1	Bloody_Swab	Yes	1.05270168684405	0.499578477821851	0.0395934096976111	0.638277651635314	CPLM	1.334	58	28	52
TRAF3IP1	Bloody_Swab	Yes	0.97304876886237	0.465408146860008	0.0411017111115054	0.645270000587164	CPLM	1.396	58	33	43
CALM2	Bloody_Swab	Yes	0.797960044894017	0.380096647358913	0.0403047732613831	0.645270000587164	CPLM	1.489	58	45	22
ANKRD66	Bloody_Swab	Yes	1.12900235493459	0.539582384923344	0.0409508315182419	0.645270000587164	CPLM	1.282	58	19	67
C18orf32	Bloody_Swab	Yes	1.37404300357627	0.655747469321877	0.0406708092022148	0.645270000587164	CPLM	1.01	58	16	72
C20orf85	Bloody_Swab	Yes	1.02018818947435	0.493572433289102	0.0433737339431264	0.658595066440082	CPLM	1.516	58	27	53
TUBB4B	Bloody_Swab	Yes	0.969483562571423	0.467445650102142	0.0426889675646903	0.658595066440082	CPLM	1.628	58	48	17
SNTN	Bloody_Swab	Yes	1.03275940631466	0.497928369865108	0.0426783997740624	0.658595066440082	CPLM	1.441	58	26	55
CCDC81	Bloody_Swab	Yes	1.38551805663825	0.672867143330512	0.0441439657355759	0.658595066440082	CPLM	1.461	58	19	67
CD24	Bloody_Swab	Yes	0.732551654667592	0.35436278078416	0.0433454813749012	0.658595066440082	CPLM	1.461	58	46	21
TMEM67	Bloody_Swab	Yes	1.11000272515194	0.539002364171687	0.0441202076972231	0.658595066440082	CPLM	1.192	58	20	66
FANK1	Bloody_Swab	Yes	0.986472073834985	0.47589226966305	0.0427963886198957	0.658595066440082	CPLM	1.417	58	31	47
PFDN6	Bloody_Swab	Yes	1.22939993001488	0.596849013451664	0.0440753883231941	0.658595066440082	CPLM	1.095	58	24	59
ARHGAP18	Bloody_Swab	Yes	0.842662491045921	0.411622423331216	0.0453438761333945	0.67232092884206	CPLM	1.407	58	41	29
